query	reference	band	group	band_by_ani	query_path	ref_path
GCF_004006315.1	GCF_000021725.1	0.8-0.85	p__Campylobacterota	0.8455	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_004006315.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000021725.1.fna
GCA_002869535.1	GCF_000092245.1	0.8-0.85	p__Campylobacterota	0.8497	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002869535.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000092245.1.fna
GCA_015488995.1	GCA_015485845.1	0.8-0.85	p__Campylobacterota	0.8454	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015488995.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015485845.1.fna
GCA_004116725.1	GCF_003346775.1	0.8-0.85	p__Campylobacterota	0.8186	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_004116725.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003346775.1.fna
GCA_011065175.1	GCA_011064875.1	0.8-0.85	p__Chlamydiota	0.8389	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011065175.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011064875.1.fna
GCA_011065175.1	GCA_011065045.1	0.8-0.85	p__Chlamydiota	0.8336	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011065175.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011065045.1.fna
GCF_000012125.1	GCF_900169085.1	0.8-0.85	p__Chlamydiota	0.8139	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000012125.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900169085.1.fna
GCA_003577245.1	GCA_015075555.1	0.8-0.85	p__Chloroflexota	0.8284	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003577245.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015075555.1.fna
GCA_002719675.1	GCA_009392295.1	0.8-0.85	p__Chloroflexota	0.8375	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002719675.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009392295.1.fna
GCA_002898215.1	GCA_011048275.1	0.8-0.85	p__Chloroflexota	0.8230	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002898215.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011048275.1.fna
GCA_013112725.1	GCA_014584575.1	0.8-0.85	p__Chloroflexota	0.8416	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013112725.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014584575.1.fna
GCA_003130875.1	GCA_011362805.1	0.8-0.85	p__Chloroflexota	0.8391	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003130875.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011362805.1.fna
GCA_002412595.1	GCF_003966975.1	0.8-0.85	p__Chloroflexota	0.8184	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002412595.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003966975.1.fna
GCA_011191975.1	GCA_016932435.1	0.8-0.85	p__Chloroflexota	0.8223	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011191975.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016932435.1.fna
GCA_008373165.1	GCA_002725925.1	0.8-0.85	p__Chloroflexota	0.8264	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_008373165.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002725925.1.fna
GCA_002718395.1	GCA_002710905.1	0.8-0.85	p__Chloroflexota	0.8491	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002718395.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002710905.1.fna
GCA_905614375.1	GCA_018649665.1	0.8-0.85	p__Chloroflexota	0.8447	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_905614375.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018649665.1.fna
GCA_014874475.1	GCA_014360895.1	0.8-0.85	p__Chloroflexota	0.8437	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014874475.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014360895.1.fna
GCA_005880575.1	GCA_005883775.1	0.8-0.85	p__Chloroflexota	0.8411	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005880575.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005883775.1.fna
GCA_016875875.1	GCA_001795315.1	0.8-0.85	p__Chloroflexota	0.8454	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016875875.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001795315.1.fna
GCA_002712125.1	GCA_002708145.1	0.8-0.85	p__Chloroflexota	0.8178	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002712125.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002708145.1.fna
GCA_016930185.1	GCA_016926705.1	0.8-0.85	p__Chloroflexota	0.8494	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016930185.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016926705.1.fna
GCA_001567485.1	GCA_016716525.1	0.8-0.85	p__Chloroflexota	0.8438	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001567485.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016716525.1.fna
GCA_012728875.1	GCA_012522635.1	0.8-0.85	p__Cloacimonadota	0.8479	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012728875.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012522635.1.fna
GCF_016807185.1	GCA_003249025.1	0.8-0.85	p__Cyanobacteria	0.8369	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_016807185.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003249025.1.fna
GCF_014697425.1	GCF_014697475.1	0.8-0.85	p__Cyanobacteria	0.8409	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_014697425.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_014697475.1.fna
GCA_003212515.1	GCA_003279445.1	0.8-0.85	p__Cyanobacteria	0.8326	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003212515.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003279445.1.fna
GCF_003007785.1	GCF_017312365.1	0.8-0.85	p__Cyanobacteria	0.8377	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003007785.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_017312365.1.fna
GCF_001637315.1	GCF_009846485.1	0.8-0.85	p__Cyanobacteria	0.8461	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001637315.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_009846485.1.fna
GCF_000317225.1	GCF_000317245.1	0.8-0.85	p__Cyanobacteria	0.8444	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000317225.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000317245.1.fna
GCF_000025125.1	GCA_000737945.1	0.8-0.85	p__Cyanobacteria	0.8370	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000025125.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_000737945.1.fna
GCA_003216835.1	GCA_003279015.1	0.8-0.85	p__Cyanobacteria	0.8336	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003216835.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003279015.1.fna
GCA_002168155.1	GCA_002470305.1	0.8-0.85	p__Cyanobacteria	0.8269	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002168155.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002470305.1.fna
GCF_003846445.1	GCF_000010065.1	0.8-0.85	p__Cyanobacteria	0.8444	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003846445.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000010065.1.fna
GCF_001548435.1	GCF_001485215.1	0.8-0.85	p__Cyanobacteria	0.8337	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001548435.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001485215.1.fna
GCF_015840335.1	GCA_016882385.1	0.8-0.85	p__Cyanobacteria	0.8425	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_015840335.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016882385.1.fna
GCA_003215795.1	GCA_003212515.1	0.8-0.85	p__Cyanobacteria	0.8264	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003215795.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003212515.1.fna
GCF_004323185.1	GCF_000317225.1	0.8-0.85	p__Cyanobacteria	0.8366	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_004323185.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000317225.1.fna
GCF_012912105.1	GCF_000828085.3	0.8-0.85	p__Cyanobacteria	0.8475	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_012912105.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000828085.3.fna
GCA_003277985.1	GCA_902564695.1	0.8-0.85	p__Cyanobacteria	0.8375	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003277985.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_902564695.1.fna
GCF_900009275.2	GCA_903893625.1	0.8-0.85	p__Cyanobacteria	0.8473	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900009275.2.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903893625.1.fna
GCF_001597745.1	GCF_000316645.1	0.8-0.85	p__Cyanobacteria	0.8406	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001597745.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000316645.1.fna
GCA_019116905.1	GCA_910586745.1	0.8-0.85	p__Deferribacterota	0.8442	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_019116905.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_910586745.1.fna
GCA_001603805.1	GCF_004087915.1	0.8-0.85	p__Deferribacterota	0.8152	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001603805.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_004087915.1.fna
GCF_003426945.1	GCA_002355995.1	0.8-0.85	p__Deinococcota	0.8476	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003426945.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002355995.1.fna
GCA_015488545.1	GCA_015490435.1	0.8-0.85	p__Deinococcota	0.8331	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015488545.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_015490435.1.fna
GCF_000091545.1	GCF_004307015.1	0.8-0.85	p__Deinococcota	0.8372	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000091545.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_004307015.1.fna
GCF_000794385.1	GCF_002964845.1	0.8-0.85	p__Deinococcota	0.8428	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000794385.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002964845.1.fna
GCF_013389365.1	GCF_000745975.1	0.8-0.85	p__Desulfobacterota	0.8421	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_013389365.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000745975.1.fna
GCF_008330225.1	GCA_003151775.1	0.8-0.85	p__Desulfobacterota	0.8406	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_008330225.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003151775.1.fna
GCA_903869265.1	GCA_002841785.1	0.8-0.85	p__Desulfobacterota	0.8462	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903869265.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002841785.1.fna
GCF_004917065.1	GCF_016458305.1	0.8-0.85	p__Desulfobacterota	0.8369	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_004917065.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_016458305.1.fna
GCA_002747145.1	GCF_000373985.1	0.8-0.85	p__Desulfobacterota	0.8379	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002747145.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000373985.1.fna
GCA_903869265.1	GCA_001799285.1	0.8-0.85	p__Desulfobacterota	0.8232	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903869265.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001799285.1.fna
GCA_012728915.1	GCA_013177795.1	0.8-0.85	p__Desulfobacterota	0.8440	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012728915.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013177795.1.fna
GCF_004917065.1	GCF_018986915.1	0.8-0.85	p__Desulfobacterota	0.8359	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_004917065.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_018986915.1.fna
GCF_000175115.2	GCF_016458305.1	0.8-0.85	p__Desulfobacterota	0.8487	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000175115.2.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_016458305.1.fna
GCF_013389365.1	GCF_000373985.1	0.8-0.85	p__Desulfobacterota	0.8411	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_013389365.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000373985.1.fna
GCA_005774545.1	GCA_012026975.1	0.8-0.85	p__Desulfobacterota	0.8312	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_005774545.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_012026975.1.fna
GCA_002419215.1	GCA_018053845.1	0.8-0.85	p__Desulfobacterota	0.8378	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002419215.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_018053845.1.fna
GCA_003574885.1	GCF_018476905.1	0.8-0.85	p__Desulfobacterota	0.8279	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003574885.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_018476905.1.fna
GCA_011046855.1	GCA_003712145.1	0.8-0.85	p__Desulfobacterota	0.8297	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011046855.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003712145.1.fna
GCA_001797465.1	GCA_016182655.1	0.8-0.85	p__Desulfobacterota	0.8481	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001797465.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016182655.1.fna
GCA_002869015.1	GCA_002869005.1	0.8-0.85	p__Desulfobacterota_C	0.8192	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002869015.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002869005.1.fna
GCA_003105225.1	GCA_001798885.1	0.8-0.85	p__Desulfobacterota_E	0.8349	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003105225.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001798885.1.fna
GCA_002067165.1	GCA_002067475.1	0.8-0.85	p__Desulfobacterota_G	0.8375	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002067165.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002067475.1.fna
GCF_009914765.1	GCF_900129975.1	0.8-0.85	p__Desulfobacterota_I	0.8376	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_009914765.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900129975.1.fna
GCF_001936595.1	GCA_000307955.1	0.8-0.85	p__Desulfobacterota_I	0.8462	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001936595.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_000307955.1.fna
GCF_013376475.1	GCF_013376455.1	0.8-0.85	p__Desulfobacterota_I	0.8351	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_013376475.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_013376455.1.fna
GCF_000020965.1	GCF_000021645.1	0.8-0.85	p__Dictyoglomota	0.8190	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000020965.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000021645.1.fna
GCA_003135895.1	GCA_003162415.1	0.8-0.85	p__Dormibacterota	0.8338	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003135895.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003162415.1.fna
GCA_003132805.1	GCA_003131685.1	0.8-0.85	p__Dormibacterota	0.8316	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003132805.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003131685.1.fna
GCA_001799715.1	GCA_001799845.1	0.8-0.85	p__Elusimicrobiota	0.8282	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001799715.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001799845.1.fna
GCA_002311025.1	GCA_017417005.1	0.8-0.85	p__Elusimicrobiota	0.8480	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002311025.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017417005.1.fna
GCA_009773155.1	GCA_019135865.1	0.8-0.85	p__Elusimicrobiota	0.8466	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_009773155.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_019135865.1.fna
GCA_002402375.1	GCA_016218625.1	0.8-0.85	p__Elusimicrobiota	0.8482	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002402375.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016218625.1.fna
GCA_003151115.1	GCA_013036095.1	0.8-0.85	p__Eremiobacterota	0.8306	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_003151115.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013036095.1.fna
GCF_002797675.1	GCA_017959225.1	0.8-0.85	p__Fibrobacterota	0.8365	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002797675.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017959225.1.fna
GCA_903861835.1	GCA_903915125.1	0.8-0.85	p__Firestonebacteria	0.8425	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903861835.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_903915125.1.fna
GCF_000739975.1	GCF_016027715.1	0.8-0.85	p__Firmicutes	0.8374	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000739975.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_016027715.1.fna
GCA_002493865.1	GCA_910584255.1	0.8-0.85	p__Firmicutes	0.8349	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002493865.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_910584255.1.fna
GCF_000380245.2	GCF_016908835.1	0.8-0.85	p__Firmicutes	0.8390	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000380245.2.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_016908835.1.fna
GCF_001274945.1	GCF_002813185.1	0.8-0.85	p__Firmicutes	0.8497	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001274945.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002813185.1.fna
GCF_900168685.1	GCF_014836905.1	0.8-0.85	p__Firmicutes	0.8319	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900168685.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_014836905.1.fna
GCF_001570745.1	GCF_900156755.1	0.8-0.85	p__Firmicutes	0.8258	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001570745.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900156755.1.fna
GCF_000238995.1	GCF_000200735.1	0.8-0.85	p__Firmicutes	0.8378	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000238995.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000200735.1.fna
GCF_000407445.1	GCF_002141365.1	0.8-0.85	p__Firmicutes	0.8366	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000407445.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002141365.1.fna
GCA_019119225.1	GCF_001696685.1	0.8-0.85	p__Firmicutes	0.8369	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_019119225.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001696685.1.fna
GCF_002804245.1	GCF_002804105.1	0.8-0.85	p__Firmicutes	0.8497	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002804245.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002804105.1.fna
GCF_002441885.1	GCF_002260845.1	0.8-0.85	p__Firmicutes	0.8257	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002441885.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002260845.1.fna
GCA_904501845.1	GCF_001183965.1	0.8-0.85	p__Firmicutes	0.8443	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_904501845.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001183965.1.fna
GCA_001641225.1	GCA_001641205.1	0.8-0.85	p__Firmicutes	0.8465	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001641225.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_001641205.1.fna
GCF_001730295.1	GCF_017377505.1	0.8-0.85	p__Firmicutes	0.8366	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001730295.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_017377505.1.fna
GCF_900120005.1	GCF_000327285.1	0.8-0.85	p__Firmicutes	0.8269	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_900120005.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000327285.1.fna
GCF_004005475.1	GCA_011524565.1	0.8-0.85	p__Firmicutes	0.8401	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_004005475.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_011524565.1.fna
GCF_006740705.1	GCF_003336365.1	0.8-0.85	p__Firmicutes	0.8397	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_006740705.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_003336365.1.fna
GCA_017612805.1	GCA_016282415.1	0.8-0.85	p__Firmicutes	0.8369	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_017612805.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_016282415.1.fna
GCA_900554305.1	GCA_900554315.1	0.8-0.85	p__Firmicutes	0.8214	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_900554305.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_900554315.1.fna
GCA_900754115.1	GCA_000433015.1	0.8-0.85	p__Firmicutes	0.8270	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_900754115.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_000433015.1.fna
GCF_907165215.1	GCA_002159085.1	0.8-0.85	p__Firmicutes	0.8486	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_907165215.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002159085.1.fna
GCF_001886495.1	GCF_001886855.1	0.8-0.85	p__Firmicutes	0.8265	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001886495.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_001886855.1.fna
GCF_000017425.1	GCF_000742895.1	0.8-0.85	p__Firmicutes	0.8455	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000017425.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000742895.1.fna
GCF_002290085.1	GCF_000701525.1	0.8-0.85	p__Firmicutes	0.8428	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_002290085.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_000701525.1.fna
GCA_000517385.1	GCF_012163115.1	0.8-0.85	p__Firmicutes	0.8484	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_000517385.1.fna	/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCF_012163115.1.fna
